"lang"
{

	"Language"		"English"
    	"DOTA_Tooltip_ability_item_nidaimes_helm_Description"						"Active: Frenzy - Gives %frenzy_as% attack speed and %frenzy_ms%%% movement speed. Lasts %frenzy_duration% seconds.\nPassive: Lifesteal - Grants %lifesteal_bonus%%% lifesteal on attacks.\n\nNidaime's Helm is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
		"DOTA_Tooltip_ability_item_nidaimes_helm_Lore"								"The Second Hokage Tobirama Senju wore a unique helm into battle, giving him a distinct appearance on the battlefield. Simply wearing the helm once owned by him inspires many to do great deeds in battle."
		"DOTA_Tooltip_ability_item_nidaimes_helm_lifesteal_bonus"					"%Lifesteal:"
		"DOTA_Tooltip_custom_frenzy"												"Frenzy"
		"DOTA_Tooltip_custom_frenzy_description"									"+100%% Attackspeed\n+15%% Movementspeed"

		//Chakra Smasher
    	"DOTA_Tooltip_ability_item_chakra_smasher"									"Chakra Smasher"
		"DOTA_Tooltip_ability_item_chakra_smasher_Description"						"Active: Purge - Purges a target unit, removing its buffs, and slowing it. Instantly kills summoned units.\nPassive: Manabreak - Your attacks burn %mana_per_hit_heroes% mana and deal the same amount in physical damage. Does not stack with other manabreak abilities."
		"DOTA_Tooltip_ability_item_chakra_smasher_Lore"								"Long ago, the Raikage of Kumogakure owned a powerful war hammer charged with his own immense chakra. The weapon soon became too powerful, and was said to have been sealed away deep inside the mountains."
		"DOTA_Tooltip_ability_item_chakra_smasher_bonus_agi"						"Agility: +"
		"DOTA_Tooltip_ability_item_chakra_smasher_bonus_int"						"Intelligence: +"
		"DOTA_Tooltip_chakra_smasher_purge"											"Chakra Smasher"
		"DOTA_Tooltip_chakra_smasher_purge_description"								"-50%% Movementspeed"

		//Amenonuhoko - Sword of Nunoboko
    	"DOTA_Tooltip_ability_item_sword_of_nunoboko"								"Sword of Nunoboko"
    	"DOTA_Tooltip_ability_item_sword_of_nunoboko_description"					"Drops upon death."
		"DOTA_Tooltip_ability_item_sword_of_nunoboko_Lore"							"A legendary weapon, said to be used by the Sage of the Six Paths when shaping the world."
		"DOTA_Tooltip_ability_item_sword_of_nunoboko_bonus_damage"					"Attack Damage: + "

		//Conch Shell Mace
    	"DOTA_Tooltip_ability_item_conch_shell_mace"								"Conch Shell Mace"
    	"DOTA_Tooltip_ability_item_conch_shell_mace_Description"					"Passive: Pierce - Grants a 35%% chance to deal 100 bonus damage.\nPassive: True Strike - Prevents your attacks from missing. True Strike does not work when attacking enemy structures."
		"DOTA_Tooltip_ability_item_conch_shell_mace_Lore"							"Kotetsu's signature mace is riddled with sharp protusions all across its surface. This grants the weapon a great amount of destructive power, creating impacts that can be felt even after dodging the main attack."
		"DOTA_Tooltip_ability_item_conch_shell_mace_bonus_damage"					"Attack Damage: + "
		"DOTA_Tooltip_ability_item_conch_shell_mace_attackspeed"					"Bonus Attack Speed: + "

		//Silver Hands
    	"DOTA_Tooltip_ability_item_silver_hands"									"Silver Hands"
    	"DOTA_Tooltip_ability_item_silver_hands_description"						"Passive: Cleave - Deals %aoe_damage_percent% %% of attack damage in an area around the target. Ranged units cannot Cleave."
    	"DOTA_Tooltip_ability_item_silver_hands_Lore"								"Once the Silver Watches have been smelted into a glove, a divine power will be awakened, one which will be able to crush those who fall prey to this metallic glove."
		"DOTA_Tooltip_ability_item_silver_hands_bonus_damage"						"Attack Damage: + "
		"DOTA_Tooltip_ability_item_silver_hands_bonus_hp_reg_constant"				"Hp Regeneration: + "
		"DOTA_Tooltip_ability_item_silver_hands_bonus_mana_regen_percentage"		"%Chakra Regeneration: + "
		
		//Solar Blade
    	"DOTA_Tooltip_ability_item_solar_blade"										"Solar Blade"
    	"DOTA_Tooltip_ability_item_solar_blade_Description"							"Passive: Fire - Deals %aoe_damage% damage per second and blinds enemies in a %radius% radius."	
		"DOTA_Tooltip_ability_item_solar_blade_Lore"								"Forged with the power of the Red Sun, this sword can burn anything it touches into ashes."
		"DOTA_Tooltip_ability_item_solar_blade_bonus_damage"						"Attack Damage: + "
		"modifier_item_radiance_datadriven_aura_emitter"											"Solar Blade"
		"modifier_item_radiance_datadriven_aura_emitter_description"								"Enemy Units lose 40 HP per second in 500 AOE."
		"modifier_item_radiance_datadriven_aura"									"Solar Blade"
		"modifier_item_radiance_datadriven_aura_description"						"This Unit burns and loses HP each second."

		//Gale Blade
    	"DOTA_Tooltip_ability_item_gale_blade"										"Gale Blade"
		"DOTA_Tooltip_ability_item_gale_blade_Lore"									"Made from the leaves of Konoha and the metal of Imagakure, the Gale Blade is a special weapon and a unique combination of the two nation's heritages."
		"DOTA_Tooltip_ability_item_gale_blade_bonus_damage"							"Attack Damage: + "
		"DOTA_Tooltip_ability_item_gale_blade_crit_bonus"							"%Critical Damage: "
		"DOTA_Tooltip_ability_item_gale_blade_crit_chance"							"%Critical Chance: "

		//Iron Crow
    	"DOTA_Tooltip_ability_item_iron_crow"										"Iron Crow"
    	"DOTA_Tooltip_ability_item_iron_crow_Description"							"Passive: Bash - Gives a %bash_chance%%% chance to stun for %bash_duration% seconds."
		"DOTA_Tooltip_ability_item_iron_crow_Lore"									"The Iron Crow was an old weapon that was first used during the Second Shinobi Wars. Its main advantage came from its ability to overcome a foe with a single blow, disabling the target completely."
		"DOTA_Tooltip_ability_item_iron_crow_bonus_damage"							"Attack Damage: + "
		"DOTA_Tooltip_ability_item_iron_crow_bonus_str"								"Strength: + "
		"DOTA_Tooltip_iron_crow_bash"												"Iron Crow"
		"DOTA_Tooltip_iron_crow_bash_description"									"This Unit is stunned."

		//Probagation
    	"DOTA_Tooltip_ability_item_probagation"										"Scroll of Seals"
    	"DOTA_Tooltip_ability_item_probagation_Description"							"Active: Mirror Image - Creates 3 images of your hero that last 20 seconds.\n\nMelee images deal tbd%% damage and take tbd%% damage, while Ranged images deal tbd%% and take tbd%% damage.\n"
		"DOTA_Tooltip_ability_item_probagation_Note0"								"Has a 0.1 second cast time during which you are invulnerable."
		"DOTA_Tooltip_ability_item_probagation_Note1"								"Many effects are removed upon using Probagation."
		"DOTA_Tooltip_ability_item_probagation_Lore"								"Seen by only a few select eyes, this old weapon was once used by the Hyuuga clan during the First Shinobi Wars. Since then, this weapon has been sealed into the earth, waiting to be used once again."
		"DOTA_Tooltip_ability_item_probagation_bonus_str"							"Strength: + "
		"DOTA_Tooltip_ability_item_probagation_bonus_int"							"Intelligence: + "
		"DOTA_Tooltip_ability_item_probagation_bonus_agi"							"Agility: + "
		"DOTA_Tooltip_ability_item_probagation_movementspeed_percentage"			"%Movement Speed: + "
    	"DOTA_Tooltip_ability_item_probagation_attackspeed"							"Bonus Attack Speed: + "

    	//Assassin's Cloak
    	"DOTA_Tooltip_ability_item_assassins_cloak"									"Akatsuki Cloak"
		"DOTA_Tooltip_ability_item_assassins_cloak_Lore"							"In the shinobi world, the use of stealth is the difference between being the assassin or the assassinated. With this dark cloak, the user can strike in silence, delivering a decisive blow when the time is just right."
    	"DOTA_Tooltip_ability_item_assassins_cloak_bonus_attack_speed"				"Bonus Attack Speed: + "
    	"DOTA_Tooltip_ability_item_assassins_cloak_bonus_damage"					"Attack Damage: + "																		
    	"DOTA_Tooltip_ability_item_assassins_cloak_Description"						"Active: Shadow Walk - Makes you invisible for %invis_duration% seconds or until you next attack or cast a spell. While invisible, you will have %invis_night_vision% extra night vision and can move %invis_ms%%% faster with the ability to walk through units and terrain. If attacking to break invisibility, you will gain %invis_damage% bonus damage on that attack. Upon taking hero-based damage, you will lose terrain ignoring capability for 2 seconds."
		"DOTA_Tooltip_ability_item_assassins_cloak_Note0"							"Has a 0.3 second fade time."
		"DOTA_Tooltip_ability_item_assassins_cloak_Note1"							"If the invisibility ends without attacking, the bonus damage is lost."
		"DOTA_Tooltip_ability_item_assassins_cloak_note2"							"Backstab cannot miss."
		"DOTA_Tooltip_modifier_item_assassins_cloak_invis"							"Shadow Walk"
		"DOTA_Tooltip_modifier_item_assassins_cloak_invis_Description"				"Invisible, phased, gaining bonus night vision, movespeed, and backstab damage."

    	//Ragnorok - Kurosawa 
    	"DOTA_Tooltip_ability_item_kurosawa"										"Kurosawa"
		"DOTA_Tooltip_ability_item_kurosawa_Lore"									"This blade was once wielded by the samurai Mifune, one of the greatest warriors to have ever lived. Its ability to find and cut enemy weakpoints is un-paralleled while in the right hands."
    	"DOTA_Tooltip_ability_item_kurosawa_bonus_damage"							"Attack Damage: + "
    	"DOTA_Tooltip_ability_item_kurosawa_crit_bonus"								"%Critical  Attack Damage: + "
		"DOTA_Tooltip_ability_item_kurosawa_crit_chance"							"%Critical Chance: "
    	
    	//Good Guy's Suit
    	"DOTA_Tooltip_ability_item_good_guys_suit"									"Good Guy's Sui"																	
   		"DOTA_Tooltip_ability_item_good_guys_suit_description"						"Passive: Evasion - Grants %evasion_chance%%% chance to dodge an incoming attack."
		"DOTA_Tooltip_ability_item_good_guys_suit_Lore"								"This... awkward looking green jump suit has proven to be surprisingly effective in combat. Its few users are known to be some of the strongest Taijutsu masters to have ever lived."
    	"DOTA_Tooltip_ability_item_good_guys_suit_bonus_damage"						"Attack Damage: + "
    	"DOTA_Tooltip_ability_item_good_guys_suit_bonus_agi"						"Agility: + "
    	"DOTA_Tooltip_ability_item_good_guys_suit_attackspeed"						"Bonus Attack Speed: + "

		//Neji special bonus
		//10: +9 Strength / +20 Attack Speed
		//15: +30 Movement Speed / +0.25s Kaiten Stun Duration
		//20: +1.0% Max Mana Byakugan Burn / +450 Air Palm Range
		//25: +6s 64 Palm Silence Duration / +200 Kaiten Radius
		"DOTA_Tooltip_Ability_special_bonus_neji_1"						"+0.25s Kaiten Stun Duration"
		"DOTA_Tooltip_Ability_special_bonus_neji_2"						"+1.0% Max Mana Byakugan Burn"
		"DOTA_Tooltip_Ability_special_bonus_neji_3"						"+450 Air Palm Range"
		"DOTA_Tooltip_Ability_special_bonus_neji_4"						"+6s 64 Palm Silence Duration"
		"DOTA_Tooltip_Ability_special_bonus_neji_5"						"+200 Kaiten Radius"

		//Sasuke special bonus
		//25: +40 Intelligence / -0.75s Kirin Cast Time
		//20: +12% Spell Amplification / +225 Chidori Spear Range
		//15: +14 Strength / +70 Chidori Nagashi Damage
		//10: +25 Chidori Sword Damage/ +2.5 Mana Regen
		"DOTA_Tooltip_Ability_special_bonus_sasuke_1"						"+25 Chidori Sword Damage"
		"DOTA_Tooltip_Ability_special_bonus_sasuke_2"						"+75 Chidori Stream Damage"
		"DOTA_Tooltip_Ability_special_bonus_sasuke_3"						"+275 Chidori Max Range"
		"DOTA_Tooltip_Ability_special_bonus_sasuke_4"						"+100% Chidori Attack Damage"
		"DOTA_Tooltip_Ability_special_bonus_sasuke_5"						"+225 Chidori Stream Radius"


		//25: +1.50s Tsukyomi Stun / +225 Amateratsu Spread AOE
		//20: +20 Agility / -3s Crow Genjutsu Cooldown
		//15: +2.5s Tskuyomi Slow Duration / +20 Attack Speed
		//10: +20 Movement Speed / +1.75 Mana Regen
		"DOTA_Tooltip_Ability_special_bonus_itachi_1"						"+2.5s Tskuyomi Slow Duration"
		"DOTA_Tooltip_Ability_special_bonus_itachi_2"						"+10s Crow Genjutsu Clone Duration"
		"DOTA_Tooltip_Ability_special_bonus_itachi_3"						"+1.50s Tsukyomi Stun"
		"DOTA_Tooltip_Ability_special_bonus_itachi_4"						"+225 Amateratsu Spread AOE"


		//25: +170 Water Needles Damage / +18 Ice Mirror Damage
		//20: -2s Crippling Senbon Cooldown / +450 Crippling Senbon Range
		//15: +0.25% Endless Wounds Slow / +100 Attack Range
		//10: +1.75 Mana Regen / +5 Armor
		"DOTA_Tooltip_Ability_special_bonus_haku_1"						"+0.25% Endless Wounds Slow"
		"DOTA_Tooltip_Ability_special_bonus_haku_2"						"-2s Crippling Senbon Cooldown"
		"DOTA_Tooltip_Ability_special_bonus_haku_3"						"+450 Crippling Senbon Range"
		"DOTA_Tooltip_Ability_special_bonus_haku_4"						"+170 Needle of Death Damage"
		"DOTA_Tooltip_Ability_special_bonus_haku_5"						"+18 Ice Mirror Damage"


		//25: +20% Shark Dance Slow / -5 Shark Bullet Armor
		//20: +10% Water Clone HP / +7% Samehada Mana Steal
		//15: +90 Shark Bullet Damage / 10% Cooldown Reduction
		//10: +20 Damage / +15 Movement Speed
		"DOTA_Tooltip_Ability_special_bonus_kisame_1"						"+90 Shark Bullet Damage"
		"DOTA_Tooltip_Ability_special_bonus_kisame_2"						"+10% Water Clone HP"
		"DOTA_Tooltip_Ability_special_bonus_kisame_3"						"+7% Samehada Mana Steal"
		"DOTA_Tooltip_Ability_special_bonus_kisame_4"						"+20% Shark Dance Slow"
		"DOTA_Tooltip_Ability_special_bonus_kisame_5"						"-5 Shark Bullet Armor"

		//25: +325 Self Pain Damage / +15% Jashin's Blessing Heal
		//20: +70 Taunt AoE / +20 Strength
		//15: +30 Attack Damage / +25 Movement Speed
		//10: +1.75 MP Regeneration / +5 HP Regeneration
		"DOTA_Tooltip_Ability_special_bonus_hidan_1"						"+70 Taunt AoE"
		"DOTA_Tooltip_Ability_special_bonus_hidan_2"						"+225 Self Pain Damage"
		"DOTA_Tooltip_Ability_special_bonus_hidan_3"						"+15% Jashin's Blessing Heal"
		"DOTA_Tooltip_Ability_special_bonus_hidan_4"						"+75 Cull the Weak Range"
		"DOTA_Tooltip_Ability_special_bonus_hidan_5"						"-3s Cull the Weak Cooldown"


		//25: +60 Damage Inside Hidden Mist / +100% Cleave
		//20: +7% Executioner Health Threshold / -0.8s Hidden Mist Fade Delay
		//15: -2s Executioner Cooldown / +275 Health
		//10: +20 Attack Speed / +300 Water Dragon Projectile Speed
		"DOTA_Tooltip_Ability_special_bonus_zabuza_1"						"+300 Water Dragon Projectile Speed"
		"DOTA_Tooltip_Ability_special_bonus_zabuza_2"						"-2s Executioner Cooldown"
		"DOTA_Tooltip_Ability_special_bonus_zabuza_3"						"+7% Executioner Health Threshold"
		"DOTA_Tooltip_Ability_special_bonus_zabuza_4"						"-0.8s Hidden Mist Fade Delay"
		"DOTA_Tooltip_Ability_special_bonus_zabuza_5"						"+60 Damage Inside Hidden Mist"


		//25: +100 Susano’o Damage / +1.00s Fire Annihilation Stun
		//20: -2s Forest Emergence Cooldown / +160 Damage Fire Annihilation Explosion
		//15: +1.5s Deep Forest Duration ( * ) / +6 Armor
		//10: +12 Intelligence / +70 Susano’o Radius
		"DOTA_Tooltip_Ability_special_bonus_madara_1"						"+70 Susano’o Radius"
		"DOTA_Tooltip_Ability_special_bonus_madara_2"						"+1.5s Forest Emergence Duration"
		"DOTA_Tooltip_Ability_special_bonus_madara_3"						"-2s Forest Emergence Cooldown"
		"DOTA_Tooltip_Ability_special_bonus_madara_4"						"+160 Damage Fire Annihilation Explosion"
		"DOTA_Tooltip_Ability_special_bonus_madara_5"						"+100 Susano’o Damage"
		"DOTA_Tooltip_Ability_special_bonus_madara_6"						"+1.00s Fire Annihilation Stun"
		"DOTA_Tooltip_Ability_special_bonus_madara_second_meteor"			"2 Heaven Concealed Meteors"

		//25: Global Sand Burial Range / +380 Sand Coffin Damage
		//20: +225 Cast Range / +80 Sand Tsunami Radius
		//15: +0.3 Sand Armor Damage per Mana / +70 Attack Damage
		//10: +2 MP Regen / +6% Spell Amplification
		"DOTA_Tooltip_Ability_special_bonus_gaara_1"						"+0.3 Sand Armor Damage per Mana"
		"DOTA_Tooltip_Ability_special_bonus_gaara_2"						"+80 Sand Tsunami Radius"
		"DOTA_Tooltip_Ability_special_bonus_gaara_3"						"Global Sand Burial Range"
		"DOTA_Tooltip_Ability_special_bonus_gaara_4"						"+380 Sand Coffin Damage"


		//25: +60 Movement Speed / +80% Rasengan Bonus Damage Damage
		//20: -3 Armor Flying Thunder God / -4s Body Flicker Cooldown
		//15: +300 Marked Kunai Range / +0.3s Rasengan Stun
		//10: +8 Agility / -1s Marked Kunai Cooldown
		"DOTA_Tooltip_Ability_special_bonus_yondaime_1"						"-1s Marked Kunai Cooldown"
		"DOTA_Tooltip_Ability_special_bonus_yondaime_2"						"+300 Marked Kunai Range"
		"DOTA_Tooltip_Ability_special_bonus_yondaime_3"						"+0.3s Rasengan Stun"
